,EffectRef,StudyRef,Latin,SpeciesRef,MeasureType_Category,SampleSize,R_value,Fishers_Z_r,Variance,No_of_years,Populationtype,GroupSize,StudyPopulation,Rank_Cont_Cat,RankDetermined,LitterSize,LittersPerYear,CooperativeBreeding,PluralBreeding,AssociatedBreeding,DominanceSystem,Philopatry,DietCategory,EnvironmentalHarshness,PopulationDensity,AverageRelatedness,CoalitionFormation,maleinfanticide,sexratio_socialgroup,SexualDimorphism_Weight,BreedingSystem,SpeciesIncluded,MaximumLifespan,Reference_DominanceSucccess,Reference_DominanceSucccess_doi,Reference_DominanceSystem,Reference_DominanceSystem_doi,Reference_Relatedness,Reference_Relatedness_doi
143,143,11,Cervus_elaphus,10,lifetime_reproductive_success,29,0.4861,0.531,0.0383,11,Wild,5.32,Rhum_Scotland,Continuous,Agonism,1,0.9,0,0,1,Age,FemalePhilopatry,Herbivore,1.98000318,2.9,0.06,Yes,NA,0.2,1.786038431,3,Cervus_elaphus,2.534305387,https://www.nature.com/articles/308358a0.pdf,10.1038/308358a0,https://sci-hub.tw/10.1111/j.1439-0310.1983.tb01341.x,10.1111/j.1439-0310.1983.tb01341.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-294X.2005.02692.x,10.1111/j.1365-294X.2005.02692.x
144,144,40,Macaca_mulatta,20,infant_production,71,0.2489,0.2543,0.0147,6,Captive,23.7,Yerkes_USA,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.04,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://www.karger.com/Article/Abstract/459880,10.1159/000459880,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1016/s0003-3472(86)80057-4,10.1016/s0003-3472(86)80057-4
145,145,40,Macaca_mulatta,20,infant_survival,71,0.2484,0.2537,0.0147,6,Captive,23.7,Yerkes_USA,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.61016059,11.1,0.04,Yes,0,0.266666667,1.343126359,2,Macaca_mulatta,2.567614443,https://www.karger.com/Article/Abstract/459880,10.1159/000459880,https://link.springer.com/content/pdf/10.1007%2FBF02547673.pdf,10.1007/BF02547673,https://sci-hub.st/10.1016/s0003-3472(86)80057-4,10.1016/s0003-3472(86)80057-4
146,146,41,Macaca_sinica,27,infant_survival,44,0.64,0.7523,0.0296,5,Wild,6.2,Polonnaruwa_SriLanka,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,-0.7051033,30,NA,Yes,0,0.295454545,1.775354285,2,Macaca_sinica,2.586362223,https://repository.si.edu/bitstream/handle/10088/11570/Dittus1979.pdf?sequence=1&isAllowed=y,10.1163/156853979X00511,https://link.springer.com/article/10.1007/BF00300640,10.1007/BF00300640,NA,NA
147,147,41,Macaca_sinica,27,infant_production,44,0.21,0.2134,0.0227,5,Wild,6.2,Polonnaruwa_SriLanka,Categorical,Agonism,1,0.7,0,1,0,Nepotism,FemalePhilopatry,Omnivore,-0.7051033,30,NA,Yes,0,0.295454545,1.775354285,2,Macaca_sinica,2.586362223,https://repository.si.edu/bitstream/handle/10088/11570/Dittus1979.pdf?sequence=1&isAllowed=y,10.1163/156853979X00511,https://link.springer.com/article/10.1007/BF00300640,10.1007/BF00300640,NA,NA
148,148,42,Lycaon_pictus,25,infant_production,137,0.7315,0.9319,0.0199,7,Wild,3.4,Selous_Tanzania,Categorical,Agonism,7.5,0.9,1,0,0,Condition,FemaleDispersal,Carnivore,0.46835398,0,0.28,No,0,0.5,1,1,Lycaon_pictus,2.309630167,https://academic.oup.com/beheco/article/8/3/298/187696,10.1093/beheco/8.3.298,https://repository.si.edu/bitstream/handle/10088/8928/nzp_Spiering_et_al_2010_BES.pdf?sequence=1&isAllowed=y,10.1007/s00265-009-0875-6,https://www.researchgate.net/profile/Michael_Mills15/publication/227270856_A_molecular_genetic_analysis_of_social_structure_dispersal_and_interpack_relationships_of_the_African_wild_dog_Lycaon_pictus/links/55ab5bbb08ae481aa7fbd6a0.pdf,10.1007/s002650050332
149,149,43,Fukomys_damarensis,28,infant_production,72,0.742,0.955,0.0219,9,Wild,7.9,Namibia_SouthAfrica,Categorical,Other,3,4,1,0,0,Condition,FemaleDispersal,Herbivore,NA,NA,0.52,No,NA,NA,NA,1,Fukomys_damarensis,NA,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-294X.2004.02233.x,10.1111/j.1365-294X.2004.02233.x,https://zslpublications.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-7998.1998.tb00035.x,10.1111/j.1469-7998.1998.tb00035.x,https://www.st-va.ncbi.nlm.nih.gov/pmc/articles/PMC1690998/pdf/12028759.pdf,10.1098/rspb.2002.1978
150,150,1,Macaca_fuscata,1,survival,27,-0.128,-0.1287,0.0417,13,Captive,62,Laredo_USA,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://www.researchgate.net/profile/Linda_Fedigan/publication/19579080_Lifetime_Reproductive_Success_in_Female_Japanese_Macaques/links/5600a98908aeba1d9f84e492/Lifetime-Reproductive-Success-in-Female-Japanese-Macaques.pdf,10.1159/000156271,https://link.springer.com/article/10.1023/A:1024676705433,NA,https://link.springer.com/article/10.1007/BF01541200,10.1007/BF01541200
151,151,1,Macaca_fuscata,1,infant_production,27,0.004,0.004,0.0417,13,Captive,62,Laredo_USA,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://www.researchgate.net/profile/Linda_Fedigan/publication/19579080_Lifetime_Reproductive_Success_in_Female_Japanese_Macaques/links/5600a98908aeba1d9f84e492/Lifetime-Reproductive-Success-in-Female-Japanese-Macaques.pdf,10.1159/000156271,https://link.springer.com/article/10.1023/A:1024676705433,NA,https://link.springer.com/article/10.1007/BF01541200,10.1007/BF01541200
152,152,1,Macaca_fuscata,1,infant_survival,27,0.111,0.115,0.0417,13,Captive,62,Laredo_USA,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://www.researchgate.net/profile/Linda_Fedigan/publication/19579080_Lifetime_Reproductive_Success_in_Female_Japanese_Macaques/links/5600a98908aeba1d9f84e492/Lifetime-Reproductive-Success-in-Female-Japanese-Macaques.pdf,10.1159/000156271,https://link.springer.com/article/10.1023/A:1024676705433,NA,https://link.springer.com/article/10.1007/BF01541200,10.1007/BF01541200
153,153,1,Macaca_fuscata,1,age_at_first_conception,27,0.165,0.1665,0.0417,13,Captive,62,Laredo_USA,Categorical,Agonism,1.4,0.5,0,1,0,Nepotism,FemalePhilopatry,Omnivore,0.64983156,30.2,0.03,Yes,1,0.304347826,1.370259311,2,Macaca_fuscata,2.36361198,https://www.researchgate.net/profile/Linda_Fedigan/publication/19579080_Lifetime_Reproductive_Success_in_Female_Japanese_Macaques/links/5600a98908aeba1d9f84e492/Lifetime-Reproductive-Success-in-Female-Japanese-Macaques.pdf,10.1159/000156271,https://link.springer.com/article/10.1023/A:1024676705433,NA,https://link.springer.com/article/10.1007/BF01541200,10.1007/BF01541200
154,154,44,Helogale_parvula,29,infant_production,19,0.3737,0.3927,0.0547,3,Wild,4.5,Serengeti_Tanzania,Categorical,Agonism,3.2,2.3,1,0,0,Condition,FemalePhilopatry,Carnivore,0.76820982,NA,0.36,No,NA,0.5,0.959189226,1,Helogale_parvula,2.033423756,https://reader.elsevier.com/reader/sd/pii/S0003347284710086?token=CE874E95D69F34AFB7787401C5F40E201BBE7097B10F78C70569CFE1F078CB6A405E9E02D8587AE293491212719A137A,10.1006/anbe.1994.1008,https://academic.oup.com/jmammal/article-abstract/86/2/255/890750,10.1644/BHE-002.1,https://www.researchgate.net/profile/Scott_Creel/publication/240590454_Inclusive_fitness_and_reproductive_success_in_dwarf_mongooses/links/543da86c0cf25d6b1ad94e67.pdf, 10.1093/beheco/5.3.339
155,155,44,Helogale_parvula,29,infant_production,45,0.3676,0.3856,0.0245,3,Wild,4.5,Serengeti_Tanzania,Categorical,Agonism,3.2,2.3,1,0,0,Condition,FemalePhilopatry,Carnivore,0.76820982,NA,0.36,No,NA,0.5,0.959189226,1,Helogale_parvula,2.033423756,https://reader.elsevier.com/reader/sd/pii/S0003347284710086?token=CE874E95D69F34AFB7787401C5F40E201BBE7097B10F78C70569CFE1F078CB6A405E9E02D8587AE293491212719A137A,10.1006/anbe.1994.1008,https://academic.oup.com/jmammal/article-abstract/86/2/255/890750,10.1644/BHE-002.1,https://www.researchgate.net/profile/Scott_Creel/publication/240590454_Inclusive_fitness_and_reproductive_success_in_dwarf_mongooses/links/543da86c0cf25d6b1ad94e67.pdf, 10.1093/beheco/5.3.339
156,156,44,Helogale_parvula,29,infant_production,19,0.4091,0.4345,0.0547,3,Wild,4.5,Serengeti_Tanzania,Categorical,Agonism,3.2,2.3,1,0,0,Condition,FemalePhilopatry,Carnivore,0.76820982,NA,0.36,No,NA,0.5,0.959189226,1,Helogale_parvula,2.033423756,https://reader.elsevier.com/reader/sd/pii/S0003347284710086?token=CE874E95D69F34AFB7787401C5F40E201BBE7097B10F78C70569CFE1F078CB6A405E9E02D8587AE293491212719A137A,10.1006/anbe.1994.1008,https://academic.oup.com/jmammal/article-abstract/86/2/255/890750,10.1644/BHE-002.1,https://www.researchgate.net/profile/Scott_Creel/publication/240590454_Inclusive_fitness_and_reproductive_success_in_dwarf_mongooses/links/543da86c0cf25d6b1ad94e67.pdf, 10.1093/beheco/5.3.339
157,157,45,Marmota_caligata,30,infant_production,26,0.4648,0.5034,0.0419,6,Wild,2,Cascade_USA,Categorical,Agonism,4.2,0.7,0,1,0,Age,FemalePhilopatry,Herbivore,1.90506386,NA,NA,No,NA,0.333333333,NA,2,Marmota_caligata,1.860936621,https://pdfs.semanticscholar.org/68d2/d74f4913a2c25379d423c3871ec1b2b80450.pdf,10.1086/413545,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0119081,10.1371/journal.pone.0119081,NA,NA
158,158,45,Marmota_caligata,30,infant_production,26,0.7073,0.8817,0.0546,6,Wild,2,Cascade_USA,Categorical,Agonism,4.2,0.7,0,1,0,Age,FemalePhilopatry,Herbivore,1.90506386,NA,NA,No,NA,0.333333333,NA,2,Marmota_caligata,1.860936621,https://pdfs.semanticscholar.org/68d2/d74f4913a2c25379d423c3871ec1b2b80450.pdf,10.1086/413545,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0119081,10.1371/journal.pone.0119081,NA,NA
159,159,45,Marmota_caligata,30,lifetime_reproductive_success,26,0.7583,0.9922,0.0606,6,Wild,2,Cascade_USA,Categorical,Agonism,4.2,0.7,0,1,0,Age,FemalePhilopatry,Herbivore,1.90506386,NA,NA,No,NA,0.333333333,NA,2,Marmota_caligata,1.860936621,https://pdfs.semanticscholar.org/68d2/d74f4913a2c25379d423c3871ec1b2b80450.pdf,10.1086/413545,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0119081,10.1371/journal.pone.0119081,NA,NA
160,160,45,Marmota_caligata,30,infant_survival,26,0.0454,0.0455,0.0371,6,Wild,2,Cascade_USA,Categorical,Agonism,4.2,0.7,0,1,0,Age,FemalePhilopatry,Herbivore,1.90506386,NA,NA,No,NA,0.333333333,NA,2,Marmota_caligata,1.860936621,https://pdfs.semanticscholar.org/68d2/d74f4913a2c25379d423c3871ec1b2b80450.pdf,10.1086/413545,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0119081,10.1371/journal.pone.0119081,NA,NA
161,161,46,Macaca_radiata,31,interbirth_interval,24,0.3104,0.321,0.0476,10,Captive,24.7,CPRC_USA,Categorical,Agonism,1,1,0,1,0,Nepotism,FemalePhilopatry,Frugivore,-0.0006179,8.3,NA,Yes,1,0.454545455,1.731520631,2,Macaca_radiata,2.255272505,https://reader.elsevier.com/reader/sd/pii/S0003347281800632?token=17B857E10A7D9F565EB88E86AB0D3FFCCBDE3E1F8E6E22C6791A5BE04128A9E422F1E4412AD302DA7B6CAFB1F727AE5E,10.1016/S0003-3472(81)80063-2,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,NA,NA
162,162,46,Macaca_radiata,31,interbirth_interval,24,0.2408,0.2456,0.0476,10,Captive,24.7,CPRC_USA,Categorical,Agonism,1,1,0,1,0,Nepotism,FemalePhilopatry,Frugivore,-0.0006179,8.3,NA,Yes,1,0.454545455,1.731520631,2,Macaca_radiata,2.255272505,https://reader.elsevier.com/reader/sd/pii/S0003347281800632?token=17B857E10A7D9F565EB88E86AB0D3FFCCBDE3E1F8E6E22C6791A5BE04128A9E422F1E4412AD302DA7B6CAFB1F727AE5E,10.1016/S0003-3472(81)80063-2,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,NA,NA
163,163,46,Macaca_radiata,31,infant_survival,6,0.6727,0.8156,0.1906,10,Captive,24.7,CPRC_USA,Categorical,Agonism,1,1,0,1,0,Nepotism,FemalePhilopatry,Frugivore,-0.0006179,8.3,NA,Yes,1,0.454545455,1.731520631,2,Macaca_radiata,2.255272505,https://reader.elsevier.com/reader/sd/pii/S0003347281800632?token=17B857E10A7D9F565EB88E86AB0D3FFCCBDE3E1F8E6E22C6791A5BE04128A9E422F1E4412AD302DA7B6CAFB1F727AE5E,10.1016/S0003-3472(81)80063-2,https://watermark.silverchair.com/31-2-306.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAp0wggKZBgkqhkiG9w0BBwagggKKMIIChgIBADCCAn8GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM8eY6N0_92rdrjkSWAgEQgIICUIo6DcbOozuZBYmEvxdaBUmpZDn0cNk1ID_vLopUXrdZjlrJ2UnNoY-SClDYtUnIQJUJXz0v4C0nLwBuUZn7pPqHrc_JOCeJ47OwXzbIm-wLHX6Lh6dDDoIeGT_V2O5dt6VCHvZMb8TB7v1U_Fj5PxT0TZOYskcmNgImToXJnMGYfcsfxqIUI0jGJ36YyFfc9PX3fLhS7M8SoSDPJbWIHkFdwwx2wlWf50L4LxREpJhWmswzDiRQ4TSeoWxWRu8BBaPKaK6LWUpdkmJm6Na_itSzTQ2o7_Ean4wz70zjSDYWdlZBQ_13LOZ-gjzPOLJFRCF6u0ziVUnQ4T06VtVHCuskUgAcNp_JOPb71lewNI5zETji1_dOtfjtg_00S87RB-nqJwPFLAdid1kanpxrSegJGpz--dqIId6tE575dvzyauM8JQfbKlzc3Md-EExp8z8TyzhBw5L2VdWyfAeMxFwqPV9hn3GSpXmY5wq04D--vupxF4BPot3hNZ44wI0oUPSz44WEy1_sg8IoMjn3k_R218jEnZvLdc5lEjbfWa9noK9wF8HL1cUu9D1yB8D6jKCaxL6u2ib6pHZ3fHlxFVJo49Y1EWAjUTBX3TssQ_b0e-bXIxi75v5XaN-IreK1ndgcb_OJz9rziqSkrTWdFBpS_-hnXyF4k7JNnxr5E9as3x1pNhdCuDbJs8Xo_TEuycVrVD_Bt1mEusRZG3QbbJ9IlkIw8R8bszI_Zm5w0MNpPqwDEVUaBcORBtlIbCcfwNvzJcqkE0EByDSb1y53ZEU,10.1093/icb/31.2.306,NA,NA
164,164,47,Marmota_flaviventris,32,infant_production,177,0.0018,0.0018,0.0057,6,Wild,8.2,RockyMountain_USA,Continuous,Agonism,4.2,0.9,0,1,0,Condition,FemalePhilopatry,Herbivore,1.89304218,6.9,0.42,No,0,0.25,0.611111111,2,Marmota_flaviventris,2.104487111,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1439-0310.2011.01909.x,10.1111/j.1439-0310.2011.01909.x,https://blumsteinlab.eeb.ucla.edu/wp-content/uploads/sites/104/2017/05/HuangWeyBlumstein_2011.pdf,10.1111/j.1439-0310.2011.01909.x,http://esapubs.org/archive/ecol/E092/018/appendix-B.htm,10.1890/10-0109.1
165,165,47,Marmota_flaviventris,32,infant_production,136,0.0762,0.0763,0.0075,6,Wild,8.2,RockyMountain_USA,Continuous,Agonism,4.2,0.9,0,1,0,Condition,FemalePhilopatry,Herbivore,1.89304218,6.9,0.42,No,0,0.25,0.611111111,2,Marmota_flaviventris,2.104487111,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1439-0310.2011.01909.x,10.1111/j.1439-0310.2011.01909.x,https://blumsteinlab.eeb.ucla.edu/wp-content/uploads/sites/104/2017/05/HuangWeyBlumstein_2011.pdf,10.1111/j.1439-0310.2011.01909.x,http://esapubs.org/archive/ecol/E092/018/appendix-B.htm,10.1890/10-0109.1
166,166,47,Marmota_flaviventris,32,infant_production,177,0.0042,0.0042,0.0057,6,Wild,8.2,RockyMountain_USA,Continuous,Agonism,4.2,0.9,0,1,0,Condition,FemalePhilopatry,Herbivore,1.89304218,6.9,0.42,No,0,0.25,0.611111111,2,Marmota_flaviventris,2.104487111,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1439-0310.2011.01909.x,10.1111/j.1439-0310.2011.01909.x,https://blumsteinlab.eeb.ucla.edu/wp-content/uploads/sites/104/2017/05/HuangWeyBlumstein_2011.pdf,10.1111/j.1439-0310.2011.01909.x,http://esapubs.org/archive/ecol/E092/018/appendix-B.htm,10.1890/10-0109.1
167,167,47,Marmota_flaviventris,32,infant_production,136,0.0434,0.0434,0.0075,6,Wild,8.2,RockyMountain_USA,Continuous,Agonism,4.2,0.9,0,1,0,Condition,FemalePhilopatry,Herbivore,1.89304218,6.9,0.42,No,0,0.25,0.611111111,2,Marmota_flaviventris,2.104487111,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1439-0310.2011.01909.x,10.1111/j.1439-0310.2011.01909.x,https://blumsteinlab.eeb.ucla.edu/wp-content/uploads/sites/104/2017/05/HuangWeyBlumstein_2011.pdf,10.1111/j.1439-0310.2011.01909.x,http://esapubs.org/archive/ecol/E092/018/appendix-B.htm,10.1890/10-0109.1
168,168,48,Alouatta_palliata,33,infant_survival,9,-0.693,-0.8536,0.1667,8,Wild,7.2,HaciendaLaPacifica_CostaRica,Continuous,Agonism,1,0.6,0,1,0,Age,FemaleDispersal,Herbivore,-0.7007064,59,NA,No,1,0.307692308,1.336427488,2,Alouatta_palliata,2.421603927,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajpa.1330530106,10.1002/ajpa.1330530106,https://link.springer.com/article/10.1007/BF02390468,10.1007/BF02390468,NA,NA
169,169,48,Alouatta_palliata,33,infant_production,9,0.6217,0.7278,0.1667,8,Wild,7.2,HaciendaLaPacifica_CostaRica,Continuous,Agonism,1,0.6,0,1,0,Age,FemaleDispersal,Herbivore,-0.7007064,59,NA,No,1,0.307692308,1.336427488,2,Alouatta_palliata,2.421603927,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ajpa.1330530106,10.1002/ajpa.1330530106,https://link.springer.com/article/10.1007/BF02390468,10.1007/BF02390468,NA,NA
170,170,49,Equus_quagga,75,infant_production,23,0.4177,0.4449,0.05,8,Captive,4.8,KraloveZoo_Czech,Continuous,Agonism,1,0.6,0,1,0,Age,FemaleDispersal,Herbivore,NA,7,NA,No,NA,NA,NA,2,Equus_quagga,NA,http://bartos.agrobiology.eu/publications/pdf/Pluhacek_Bartos_Culik_2006_AABS.pdf,10.1016/j.applanim.2005.11.003,https://brill.com/view/journals/beh/128/3-4/article-p169_1.xml,10.1163/156853994X00253,NA,NA
171,171,49,Equus_quagga,75,interbirth_interval,29,0.34,0.3541,0.0385,8,Captive,4.8,KraloveZoo_Czech,Continuous,Agonism,1,0.6,0,1,0,Age,FemaleDispersal,Herbivore,NA,7,NA,No,NA,NA,NA,2,Equus_quagga,NA,http://bartos.agrobiology.eu/publications/pdf/Pluhacek_Bartos_Culik_2006_AABS.pdf,10.1016/j.applanim.2005.11.003,https://brill.com/view/journals/beh/128/3-4/article-p169_1.xml,10.1163/156853994X00253,NA,NA
172,172,50,Equus_zebra,35,interbirth_interval,14,0.1056,0.106,0.067,20,Wild,2,DeHoop_SouthAfrica,Categorical,Agonism,1,0.6,0,0,1,Age,FemaleDispersal,Herbivore,1.14946236,1.3,NA,Yes,NA,0.25,NA,3,Equus_zebra,2.575418791,https://link.springer.com/content/pdf/10.1007%2FBF00300187.pdf,10.1007/BF00300187,https://www.jstor.org/stable/pdf/4535173.pdf,10.1163/156853994X00253,NA,NA
173,173,50,Equus_zebra,35,infant_survival,14,0.5705,0.6482,0.0814,20,Wild,2,DeHoop_SouthAfrica,Categorical,Agonism,1,0.6,0,0,1,Age,FemaleDispersal,Herbivore,1.14946236,1.3,NA,Yes,NA,0.25,NA,3,Equus_zebra,2.575418791,https://link.springer.com/content/pdf/10.1007%2FBF00300187.pdf,10.1007/BF00300187,https://www.jstor.org/stable/pdf/4535173.pdf,10.1163/156853994X00253,NA,NA
174,174,50,Equus_zebra,35,infant_production,14,0.4169,0.4439,0.0732,20,Wild,2,DeHoop_SouthAfrica,Categorical,Agonism,1,0.6,0,0,1,Age,FemaleDispersal,Herbivore,1.14946236,1.3,NA,Yes,NA,0.25,NA,3,Equus_zebra,2.575418791,https://link.springer.com/content/pdf/10.1007%2FBF00300187.pdf,10.1007/BF00300187,https://www.jstor.org/stable/pdf/4535173.pdf,10.1163/156853994X00253,NA,NA
175,175,50,Equus_zebra,35,lifetime_reproductive_success,14,0.5962,0.6872,0.0835,20,Wild,2,DeHoop_SouthAfrica,Categorical,Agonism,1,0.6,0,0,1,Age,FemaleDispersal,Herbivore,1.14946236,1.3,NA,Yes,NA,0.25,NA,3,Equus_zebra,2.575418791,https://link.springer.com/content/pdf/10.1007%2FBF00300187.pdf,10.1007/BF00300187,https://www.jstor.org/stable/pdf/4535173.pdf,10.1163/156853994X00253,NA,NA
176,176,50,Equus_zebra,35,survival,14,0.0908,0.0911,0.0669,20,Wild,2,DeHoop_SouthAfrica,Categorical,Agonism,1,0.6,0,0,1,Age,FemaleDispersal,Herbivore,1.14946236,1.3,NA,Yes,NA,0.25,NA,3,Equus_zebra,2.575418791,https://link.springer.com/content/pdf/10.1007%2FBF00300187.pdf,10.1007/BF00300187,https://www.jstor.org/stable/pdf/4535173.pdf,10.1163/156853994X00253,NA,NA
177,177,51,Equus_caballus,68,infant_production,52,0.4562,0.4924,0.0224,12,Wild,2.9,ShacklefordBanks_USA,Continuous,Agonism,1,0.5,0,1,0,Age,FemaleDispersal,Herbivore,NA,NA,NA,Yes,1,0.25,NA,2,Equus_caballus,2.856982507,https://www.researchgate.net/profile/Cassandra_Nunez/publication/258994305_Sociality_and_reproductive_skew_in_horses_and_zebras/links/02e7e529b8581660f0000000/Sociality-and-reproductive-skew-in-horses-and-zebras.pdf,NA,https://digitalcommons.wku.edu/cgi/viewcontent.cgi?referer=https://scholar.google.co.in/&httpsredir=1&article=2081&context=theses,NA,NA,NA
178,178,51,Equus_caballus,68,infant_production,52,0.32,0.3316,0.0204,12,Wild,2.9,ShacklefordBanks_USA,Continuous,Agonism,1,0.5,0,1,0,Age,FemaleDispersal,Herbivore,NA,NA,NA,Yes,1,0.25,NA,2,Equus_caballus,2.856982507,https://www.researchgate.net/profile/Cassandra_Nunez/publication/258994305_Sociality_and_reproductive_skew_in_horses_and_zebras/links/02e7e529b8581660f0000000/Sociality-and-reproductive-skew-in-horses-and-zebras.pdf,NA,https://digitalcommons.wku.edu/cgi/viewcontent.cgi?referer=https://scholar.google.co.in/&httpsredir=1&article=2081&context=theses,NA,NA,NA
